"Longitude (x)","Latitude (y)","Station Name","Climate ID","Month","Day","Average Max. Temp. (°C)","Average Min. Temp. (°C)","Frequency of Precip. (%)","Highest Temp. (°C)","Highest Temp.Year","Highest Temp. Period","Highest Temp. Data Quality","Lowest Temp. (°C)","Lowest Temp. Year","Lowest Temp. Period","Lowest Temp. Data Quality","Greatest Precip. (mm)","Greatest Precip. Year","Greatest Precip. Period","Greatest Precip. Data Quality","Greatest Rainfall (mm)","Greatest Rainfall Year","Greatest Rainfall Period","Greatest Rainfall Data Quality","Greatest Snowfall (cm)","Greatest Snowfall Year","Greatest Snowfall Period","Greatest Snowfall Data Quality","Most Snow on the Ground (cm)","Most Snow on the Ground Year","Most Snow on the Ground Period","Most Snow on the Ground Data Quality"
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","23","5.4","-2.0","44.0","17.5","1979","1937-2012","","-12.2","2000","1937-2012","","20.1","1961","1937-2012","","20.1","1961","1937-2012","","4.0","2005","1937-2012","","8","1986","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","24","5.1","-2.2","44.0","15.0","1946","1937-2012","","-12.0","2005","1937-2012","","30.5","1950","1937-2012","","14.0","2004","1937-2012","","30.5","1950","1937-2012","","6","2005","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","25","4.9","-2.4","44.0","16.3","2011","1937-2012","","-13.3","2005","1937-2012","","46.0","1987","1937-2012","","41.4","1987","1937-2012","","5.1","1951","1937-2012","","7","2005","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","26","4.7","-2.6","44.0","16.1","1960","1937-2012","","-18.3","1949","1937-2012","","16.5","1940","1937-2012","","15.2","1979","1937-2012","","16.5","1940","1937-2012","","6","2005","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","27","4.5","-2.8","44.0","19.2","1990","1937-2012","","-12.2","1951","1937-2012","","35.4","1993","1937-2012","","35.4","1993","1937-2012","","10.1","1978","1937-2012","","6","2005","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","28","4.3","-3.0","44.0","18.8","1990","1937-2012","","-11.7","1950","1938-2012","","36.8","1968","1937-2012","","36.8","1968","1937-2012","","13.6","1991","1937-2012","","8","1978","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","29","4.0","-3.3","44.0","16.8","2005","1937-2012","","-13.3","1955","1937-2012","","48.8","2011","1937-2012","","48.8","2011","1937-2012","","11.4","1971","1937-2012","","16","1991","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","11","30","3.8","-3.5","44.0","18.8","1998","1937-2012","","-15.0","1958","1937-2012","","33.5","1940","1937-2012","","17.6","2006","1937-2012","","33.5","1940","1937-2012","","10","1958","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","1","3.6","-3.7","48.0","15.6","1970","1937-2012","","-17.8","1940","1937-2012","","28.2","2006","1937-2012","","28.2","2006","1937-2012","","5.3","1954","1937-2012","","10","1958","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","2","3.4","-3.9","48.0","14.5","1998","1937-2012","","-22.8","1940","1937-2012","","26.6","1980","1937-2012","","23.6","1980","1937-2012","","9.2","2007","1937-2012","","11","2007","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","3","3.2","-4.2","48.0","20.0","1982","1937-2012","","-24.4","1940","1937-2012","","30.2","1990","1937-2012","","15.2","1955","1937-2012","","15.6","1990","1937-2012","","9","1956","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","4","3.0","-4.4","48.0","16.7","2012","1937-2012","","-25.0","1940","1937-2012","","19.8","1961","1937-2012","","19.8","1961","1937-2012","","7.1","1940","1937-2012","","10","1976","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","5","2.8","-4.6","48.0","18.3","2001","1938-2012","","-15.6","1940","1938-2012","","12.4","1977","1937-2012","","11.6","2011","1937-2012","","12.4","1977","1937-2012","","13","1976","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","6","2.6","-4.8","48.0","18.3","2001","1937-2012","","-21.1","1940","1937-2012","","40.9","1962","1937-2012","","40.9","1962","1937-2012","","10.2","1949","1937-2012","","14","1991","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","7","2.4","-5.0","48.0","17.6","1998","1937-2012","","-18.9","1976","1937-2012","","16.0","1969","1937-2012","","12.4","1950","1937-2012","","7.9","1957","1937-2012","","14","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","8","2.2","-5.2","48.0","17.2","1966","1937-2012","","-20.6","1976","1937-2012","","16.7","1977","1937-2012","","8.6","1980","1937-2012","","17.9","1977","1937-2012","","13","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","9","2.0","-5.5","48.0","13.9","1966","1937-2012","","-17.8","1976","1937-2012","","26.2","2009","1937-2012","","18.8","1952","1937-2012","","11.6","2005","1937-2012","","33","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","10","1.8","-5.7","48.0","16.1","1971","1937-2012","","-24.9","1977","1937-2012","","32.5","1966","1937-2012","","32.5","1966","1937-2012","","13.0","1994","1937-2012","","28","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","11","1.6","-5.9","48.0","13.2","1979","1937-2012","","-27.2","1977","1937-2012","","28.2","1944","1937-2012","","10.2","1949","1937-2012","","28.2","1944","1937-2012","","26","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","12","1.4","-6.0","48.0","18.9","1946","1937-2012","","-20.0","1988","1937-2012","","35.1","1972","1937-2012","","29.0","1972","1937-2012","","15.2","1963","1937-2012","","28","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","13","1.3","-6.2","48.0","13.3","1991","1937-2012","","-20.6","1958","1937-2012","","9.9","1941","1937-2012","","4.3","1977","1937-2012","","9.7","1941","1937-2012","","30","1977","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","14","1.1","-6.4","48.0","15.0","1975","1937-2012","","-18.3","1940","1937-2012","","20.4","1995","1937-2012","","16.8","1977","1937-2012","","20.3","1951","1937-2012","","30","2000","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","15","0.9","-6.6","48.0","14.4","1975","1937-2012","","-20.6","1943","1937-2012","","25.4","1971","1937-2012","","25.4","1971","1937-2012","","14.0","1972","1937-2012","","30","2000","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","16","0.8","-6.8","48.0","15.4","1984","1937-2012","","-23.3","1951","1937-2012","","17.1","2007","1937-2012","","12.2","1940","1937-2012","","16.8","2007","1937-2012","","28","2000","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","17","0.6","-7.0","48.0","13.8","1984","1937-2012","","-22.1","1980","1937-2012","","23.0","1996","1937-2012","","23.0","1996","1937-2012","","14.0","1942","1937-2012","","23","1970","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","18","0.5","-7.2","48.0","8.3","1957","1937-2012","","-20.0","1973","1937-2012","","17.8","1951","1937-2012","","13.2","1986","1937-2012","","18.0","1963","1937-2012","","21","2007","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","19","0.3","-7.3","48.0","13.3","1957","1937-2012","","-24.4","1942","1938-2012","","15.7","1982","1937-2012","","8.9","1957","1937-2012","","18.6","1982","1937-2012","","25","1963","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","20","0.2","-7.5","48.0","12.2","1957","1937-2012","","-31.1","1942","1937-2012","","20.3","1951","1937-2012","","16.0","1949","1937-2012","","20.8","1975","1937-2012","","23","1982","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","21","0.0","-7.7","48.0","15.6","1967","1937-2012","","-23.9","1955","1937-2012","","29.5","1967","1937-2012","","29.5","1967","1937-2012","","5.4","2000","1937-2012","","28","1973","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","22","-0.1","-7.8","48.0","14.4","1949","1937-2012","","-25.0","1989","1937-2012","","22.9","1956","1937-2012","","22.9","1956","1937-2012","","10.9","1955","1937-2012","","28","1975","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","23","-0.3","-8.0","48.0","11.7","1957","1937-2012","","-24.1","1989","1937-2012","","20.2","2007","1937-2012","","20.2","2007","1937-2012","","15.0","2004","1937-2012","","23","2008","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","24","-0.4","-8.2","48.0","12.2","1964","1938-2012","","-25.9","1980","1938-2012","","22.8","1979","1937-2012","","22.8","1979","1937-2012","","3.6","2000","1937-2012","","36","2008","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","25","-0.5","-8.3","48.0","15.7","1982","1938-2012","","-27.6","1980","1938-2012","","35.0","1979","1937-2012","","35.0","1979","1937-2012","","10.4","1951","1937-2012","","31","2008","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","26","-0.6","-8.5","48.0","9.8","1982","1937-2012","","-21.3","1989","1938-2012","","16.8","1949","1937-2012","","16.8","1949","1937-2012","","12.4","1975","1937-2012","","30","2008","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","27","-0.8","-8.6","48.0","14.2","2008","1937-2012","","-22.8","1944","1937-2012","","38.4","1942","1937-2012","","38.4","1942","1937-2012","","10.9","1944","1937-2012","","25","1970","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","28","-0.9","-8.7","48.0","17.2","1982","1937-2012","","-18.9","1960","1937-2012","","27.7","1968","1937-2012","","7.1","1940","1937-2012","","16.3","1983","1937-2012","","25","1970","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","29","-1.0","-8.9","48.0","14.6","1984","1937-2012","","-20.6","1944","1937-2012","","32.5","1940","1937-2012","","32.5","1940","1937-2012","","7.0","1989","1937-2012","","25","1975","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","30","-1.1","-9.0","48.0","7.2","1965","1937-2012","","-22.8","1962","1937-2012","","17.8","1942","1937-2012","","12.2","1992","1937-2012","","19.6","1971","1937-2012","","23","1968","1955-2012",""
"-79.63","43.68","TORONTO LESTER B. PEARSON INT'L A","6158733","12","31","-1.2","-9.2","48.0","13.9","1965","1937-2012","","-23.3","1962","1937-2012","","22.7","1978","1937-2012","","22.7","1978","1937-2012","","13.0","1948","1937-2012","","20","1968","1955-2012",""
